numero_path,background_path,inicio
speechcommands/zero/ef2a3cfb_nohash_0.wav,TP2AA/background_sounds/BUS-BACKGROUND.wav,358372
speechcommands/zero/97f4c236_nohash_2.wav,TP2AA/background_sounds/SQUARE-BACKGROUND.wav,2061849
speechcommands/zero/aa233654_nohash_0.wav,TP2AA/background_sounds/CAFE-BACKGROUND.wav,4748651
speechcommands/zero/81dc4a94_nohash_1.wav,TP2AA/background_sounds/SARMIENTO-BACKGROUND.wav,184313
speechcommands/zero/37dca74f_nohash_4.wav,TP2AA/background_sounds/SARMIENTO-BACKGROUND.wav,746615
speechcommands/zero/1b4c9b89_nohash_3.wav,TP2AA/background_sounds/STATION-BACKGROUND.wav,3136352
speechcommands/zero/fce96bac_nohash_1.wav,TP2AA/background_sounds/CANCHA-BACKGROUND.wav,763284
speechcommands/zero/4a0e2c16_nohash_2.wav,TP2AA/background_sounds/RIVER-BACKGROUND.wav,3404864
speechcommands/zero/aef8dcf5_nohash_0.wav,TP2AA/background_sounds/STATION-BACKGROUND.wav,3935185
speechcommands/zero/94de6a6a_nohash_2.wav,TP2AA/background_sounds/RIVER-BACKGROUND.wav,60864
speechcommands/zero/9a69672b_nohash_0.wav,TP2AA/background_sounds/SARMIENTO-BACKGROUND.wav,827433
speechcommands/zero/563aa4e6_nohash_0.wav,TP2AA/background_sounds/SARMIENTO-BACKGROUND.wav,293894
speechcommands/zero/022cd682_nohash_0.wav,TP2AA/background_sounds/METER-BACKGROUND.wav,2619303
speechcommands/zero/563aa4e6_nohash_1.wav,TP2AA/background_sounds/CANCHA-BACKGROUND.wav,153047
speechcommands/zero/84d1e469_nohash_1.wav,TP2AA/background_sounds/SQUARE-BACKGROUND.wav,4117744
speechcommands/zero/422d3197_nohash_1.wav,TP2AA/background_sounds/CANCHA-BACKGROUND.wav,792167
speechcommands/zero/1f653d27_nohash_1.wav,TP2AA/background_sounds/SQUARE-BACKGROUND.wav,2087741
speechcommands/zero/37dca74f_nohash_3.wav,TP2AA/background_sounds/METER-BACKGROUND.wav,2469488
speechcommands/zero/d0faf7e4_nohash_4.wav,TP2AA/background_sounds/STATION-BACKGROUND.wav,4003093
speechcommands/zero/dc75148d_nohash_1.wav,TP2AA/background_sounds/METER-BACKGROUND.wav,4536535
speechcommands/zero/f5496439_nohash_0.wav,TP2AA/background_sounds/METER-BACKGROUND.wav,1447360
speechcommands/zero/e71b4ce6_nohash_1.wav,TP2AA/background_sounds/CANCHA-BACKGROUND.wav,1410361
speechcommands/zero/cd85758f_nohash_1.wav,TP2AA/background_sounds/SARMIENTO-BACKGROUND.wav,1398471
speechcommands/zero/1f3bece8_nohash_4.wav,TP2AA/background_sounds/METER-BACKGROUND.wav,4716208
speechcommands/zero/c7124b73_nohash_0.wav,TP2AA/background_sounds/CAR-BACKGROUND.wav,1422849
speechcommands/zero/b97c9f77_nohash_2.wav,TP2AA/background_sounds/IRON-MAIDEN-LIVE-BACKGROUND.wav,748790
speechcommands/zero/82b99576_nohash_0.wav,TP2AA/background_sounds/SQUARE-BACKGROUND.wav,2757982
speechcommands/zero/c22d3f18_nohash_3.wav,TP2AA/background_sounds/SARMIENTO-BACKGROUND.wav,443211
speechcommands/zero/5828dfa2_nohash_0.wav,TP2AA/background_sounds/CANCHA-BACKGROUND.wav,94483
speechcommands/zero/6736bc64_nohash_0.wav,TP2AA/background_sounds/STATION-BACKGROUND.wav,98496
speechcommands/zero/5744b6a7_nohash_0.wav,TP2AA/background_sounds/TRAFFIC-BACKGROUND.wav,3408470
speechcommands/zero/135c6841_nohash_1.wav,TP2AA/background_sounds/TRAFFIC-BACKGROUND.wav,487006
speechcommands/zero/1f653d27_nohash_2.wav,TP2AA/background_sounds/RIVER-BACKGROUND.wav,4209648
speechcommands/zero/7192fddc_nohash_0.wav,TP2AA/background_sounds/METER-BACKGROUND.wav,147213
speechcommands/zero/b97c9f77_nohash_3.wav,TP2AA/background_sounds/CAFE-BACKGROUND.wav,1166351
speechcommands/zero/e9901cf0_nohash_0.wav,TP2AA/background_sounds/CAFE-BACKGROUND.wav,4394324
speechcommands/zero/1f653d27_nohash_0.wav,TP2AA/background_sounds/RIVER-BACKGROUND.wav,2829492
speechcommands/zero/e1469561_nohash_1.wav,TP2AA/background_sounds/METER-BACKGROUND.wav,4007248
speechcommands/zero/1fe4c891_nohash_0.wav,TP2AA/background_sounds/RIVER-BACKGROUND.wav,1213138
speechcommands/zero/5c8af87a_nohash_3.wav,TP2AA/background_sounds/STATION-BACKGROUND.wav,4718437
speechcommands/zero/97f4c236_nohash_1.wav,TP2AA/background_sounds/SARMIENTO-BACKGROUND.wav,632804
speechcommands/zero/a60a09cf_nohash_2.wav,TP2AA/background_sounds/IRON-MAIDEN-LIVE-BACKGROUND.wav,1162613
speechcommands/zero/37dca74f_nohash_0.wav,TP2AA/background_sounds/METER-BACKGROUND.wav,2675838
speechcommands/zero/5e3dde6b_nohash_1.wav,TP2AA/background_sounds/RIVER-BACKGROUND.wav,3661525
speechcommands/zero/42beb5eb_nohash_0.wav,TP2AA/background_sounds/CAR-BACKGROUND.wav,2257906
speechcommands/zero/0c40e715_nohash_0.wav,TP2AA/background_sounds/SARMIENTO-BACKGROUND.wav,632339
speechcommands/zero/84d1e469_nohash_2.wav,TP2AA/background_sounds/BUS-BACKGROUND.wav,4261458
speechcommands/zero/e41a903b_nohash_3.wav,TP2AA/background_sounds/METER-BACKGROUND.wav,4462593
speechcommands/zero/d0faf7e4_nohash_2.wav,TP2AA/background_sounds/METER-BACKGROUND.wav,2834134
speechcommands/zero/97f4c236_nohash_3.wav,TP2AA/background_sounds/BUS-BACKGROUND.wav,3371913
speechcommands/zero/d103dd6e_nohash_0.wav,TP2AA/background_sounds/IRON-MAIDEN-LIVE-BACKGROUND.wav,181787
speechcommands/zero/44260689_nohash_0.wav,TP2AA/background_sounds/TRAFFIC-BACKGROUND.wav,2858775
speechcommands/zero/5e3dde6b_nohash_2.wav,TP2AA/background_sounds/STATION-BACKGROUND.wav,1364547
speechcommands/zero/fa446c16_nohash_0.wav,TP2AA/background_sounds/CAR-BACKGROUND.wav,2843390
speechcommands/zero/5e3dde6b_nohash_0.wav,TP2AA/background_sounds/RIVER-BACKGROUND.wav,4033364
speechcommands/zero/4c7c95de_nohash_0.wav,TP2AA/background_sounds/IRON-MAIDEN-LIVE-BACKGROUND.wav,44996
speechcommands/zero/af405b69_nohash_0.wav,TP2AA/background_sounds/STATION-BACKGROUND.wav,3660129
speechcommands/zero/cd85758f_nohash_4.wav,TP2AA/background_sounds/SARMIENTO-BACKGROUND.wav,544584
speechcommands/zero/5c8af87a_nohash_0.wav,TP2AA/background_sounds/STATION-BACKGROUND.wav,4683763
speechcommands/zero/0c40e715_nohash_1.wav,TP2AA/background_sounds/CAFE-BACKGROUND.wav,3244912
speechcommands/zero/9a356ab9_nohash_0.wav,TP2AA/background_sounds/IRON-MAIDEN-LIVE-BACKGROUND.wav,353987
speechcommands/zero/c22d3f18_nohash_4.wav,TP2AA/background_sounds/CAR-BACKGROUND.wav,1171245
speechcommands/zero/e5e54cee_nohash_0.wav,TP2AA/background_sounds/CAR-BACKGROUND.wav,3691413
speechcommands/zero/9a7c1f83_nohash_0.wav,TP2AA/background_sounds/METER-BACKGROUND.wav,3480832
speechcommands/zero/1b4c9b89_nohash_2.wav,TP2AA/background_sounds/METER-BACKGROUND.wav,4108889
speechcommands/zero/3f2b358d_nohash_1.wav,TP2AA/background_sounds/METER-BACKGROUND.wav,3240468
speechcommands/zero/5c8af87a_nohash_1.wav,TP2AA/background_sounds/METER-BACKGROUND.wav,2842672
speechcommands/zero/e41a903b_nohash_2.wav,TP2AA/background_sounds/METER-BACKGROUND.wav,3341803
speechcommands/zero/af7a8296_nohash_0.wav,TP2AA/background_sounds/IRON-MAIDEN-LIVE-BACKGROUND.wav,863211
speechcommands/zero/d0faf7e4_nohash_5.wav,TP2AA/background_sounds/BUS-BACKGROUND.wav,2610721
speechcommands/zero/f6af2457_nohash_0.wav,TP2AA/background_sounds/IRON-MAIDEN-LIVE-BACKGROUND.wav,733042
speechcommands/zero/5e3dde6b_nohash_3.wav,TP2AA/background_sounds/BUS-BACKGROUND.wav,1304900
speechcommands/zero/e1469561_nohash_4.wav,TP2AA/background_sounds/STATION-BACKGROUND.wav,3880097
speechcommands/zero/5e3dde6b_nohash_4.wav,TP2AA/background_sounds/IRON-MAIDEN-LIVE-BACKGROUND.wav,1011858
speechcommands/zero/bed06fac_nohash_1.wav,TP2AA/background_sounds/BUS-BACKGROUND.wav,2289293
speechcommands/zero/8625475c_nohash_1.wav,TP2AA/background_sounds/IRON-MAIDEN-LIVE-BACKGROUND.wav,359021
speechcommands/zero/ad6a46f1_nohash_1.wav,TP2AA/background_sounds/IRON-MAIDEN-LIVE-BACKGROUND.wav,881271
speechcommands/zero/553f1a79_nohash_0.wav,TP2AA/background_sounds/TRAFFIC-BACKGROUND.wav,4295354
speechcommands/zero/90b94017_nohash_0.wav,TP2AA/background_sounds/BUS-BACKGROUND.wav,4059057
speechcommands/zero/9b3ea809_nohash_0.wav,TP2AA/background_sounds/SARMIENTO-BACKGROUND.wav,299744
speechcommands/zero/e1469561_nohash_0.wav,TP2AA/background_sounds/CAR-BACKGROUND.wav,431091
speechcommands/zero/67961766_nohash_0.wav,TP2AA/background_sounds/SQUARE-BACKGROUND.wav,1266829
speechcommands/zero/d9e9f554_nohash_0.wav,TP2AA/background_sounds/RIVER-BACKGROUND.wav,584591
speechcommands/zero/9a69672b_nohash_4.wav,TP2AA/background_sounds/SQUARE-BACKGROUND.wav,2736174
speechcommands/zero/fce96bac_nohash_0.wav,TP2AA/background_sounds/SQUARE-BACKGROUND.wav,4715299
speechcommands/zero/af405b69_nohash_1.wav,TP2AA/background_sounds/TRAFFIC-BACKGROUND.wav,2165780
speechcommands/zero/af405b69_nohash_2.wav,TP2AA/background_sounds/SARMIENTO-BACKGROUND.wav,896173
speechcommands/zero/964e8cfd_nohash_0.wav,TP2AA/background_sounds/TRAFFIC-BACKGROUND.wav,713429
speechcommands/zero/95ba4996_nohash_0.wav,TP2AA/background_sounds/CAR-BACKGROUND.wav,4190227
speechcommands/zero/c22d3f18_nohash_2.wav,TP2AA/background_sounds/STATION-BACKGROUND.wav,4455373
speechcommands/zero/b97c9f77_nohash_1.wav,TP2AA/background_sounds/STATION-BACKGROUND.wav,418274
speechcommands/zero/37dca74f_nohash_1.wav,TP2AA/background_sounds/CANCHA-BACKGROUND.wav,1532899
speechcommands/zero/7dc95912_nohash_0.wav,TP2AA/background_sounds/BUS-BACKGROUND.wav,175852
speechcommands/zero/b49caed3_nohash_0.wav,TP2AA/background_sounds/BUS-BACKGROUND.wav,4375195
speechcommands/zero/2fa39636_nohash_0.wav,TP2AA/background_sounds/CAR-BACKGROUND.wav,1073253
speechcommands/zero/3ff840aa_nohash_0.wav,TP2AA/background_sounds/SQUARE-BACKGROUND.wav,985975
speechcommands/zero/94de6a6a_nohash_4.wav,TP2AA/background_sounds/IRON-MAIDEN-LIVE-BACKGROUND.wav,1145324
speechcommands/zero/e41a903b_nohash_1.wav,TP2AA/background_sounds/METER-BACKGROUND.wav,2846091
speechcommands/zero/9b3ea809_nohash_2.wav,TP2AA/background_sounds/BUS-BACKGROUND.wav,4100571
speechcommands/zero/0fa1e7a9_nohash_2.wav,TP2AA/background_sounds/SARMIENTO-BACKGROUND.wav,693169
speechcommands/zero/c22d3f18_nohash_0.wav,TP2AA/background_sounds/CAR-BACKGROUND.wav,53167
speechcommands/zero/b83c1acf_nohash_4.wav,TP2AA/background_sounds/BUS-BACKGROUND.wav,1999920
speechcommands/zero/964e8cfd_nohash_3.wav,TP2AA/background_sounds/CAFE-BACKGROUND.wav,3142622
speechcommands/zero/6e916de8_nohash_0.wav,TP2AA/background_sounds/CAR-BACKGROUND.wav,1126585
speechcommands/zero/ca48dc76_nohash_1.wav,TP2AA/background_sounds/CAFE-BACKGROUND.wav,1913328
speechcommands/zero/563aa4e6_nohash_2.wav,TP2AA/background_sounds/SARMIENTO-BACKGROUND.wav,48816
speechcommands/zero/7bae88ed_nohash_0.wav,TP2AA/background_sounds/IRON-MAIDEN-LIVE-BACKGROUND.wav,821667
speechcommands/zero/2aa787cf_nohash_2.wav,TP2AA/background_sounds/BUS-BACKGROUND.wav,47028
speechcommands/zero/d0faf7e4_nohash_1.wav,TP2AA/background_sounds/SQUARE-BACKGROUND.wav,24298
speechcommands/zero/3f2b358d_nohash_0.wav,TP2AA/background_sounds/RIVER-BACKGROUND.wav,1301850
speechcommands/zero/7dc95912_nohash_1.wav,TP2AA/background_sounds/CAR-BACKGROUND.wav,3852040
speechcommands/zero/b83c1acf_nohash_0.wav,TP2AA/background_sounds/CANCHA-BACKGROUND.wav,556473
speechcommands/zero/dc75148d_nohash_0.wav,TP2AA/background_sounds/CAFE-BACKGROUND.wav,1889154
speechcommands/zero/81dc4a94_nohash_0.wav,TP2AA/background_sounds/BUS-BACKGROUND.wav,210545
speechcommands/zero/4c4d2526_nohash_0.wav,TP2AA/background_sounds/CAR-BACKGROUND.wav,4361546
speechcommands/zero/2aa787cf_nohash_0.wav,TP2AA/background_sounds/SARMIENTO-BACKGROUND.wav,380655
speechcommands/zero/ffb86d3c_nohash_0.wav,TP2AA/background_sounds/IRON-MAIDEN-LIVE-BACKGROUND.wav,1282972
speechcommands/zero/d91a159e_nohash_0.wav,TP2AA/background_sounds/SQUARE-BACKGROUND.wav,4340815
speechcommands/zero/cd85758f_nohash_2.wav,TP2AA/background_sounds/SARMIENTO-BACKGROUND.wav,62401
speechcommands/zero/4620dc14_nohash_0.wav,TP2AA/background_sounds/TRAFFIC-BACKGROUND.wav,4599388
speechcommands/zero/b83c1acf_nohash_3.wav,TP2AA/background_sounds/SARMIENTO-BACKGROUND.wav,350360
speechcommands/zero/096456f9_nohash_0.wav,TP2AA/background_sounds/CAR-BACKGROUND.wav,3933925
speechcommands/zero/cd85758f_nohash_0.wav,TP2AA/background_sounds/SQUARE-BACKGROUND.wav,735649
speechcommands/zero/9a356ab9_nohash_3.wav,TP2AA/background_sounds/RIVER-BACKGROUND.wav,1010377
speechcommands/zero/c7124b73_nohash_1.wav,TP2AA/background_sounds/SQUARE-BACKGROUND.wav,1480331
speechcommands/zero/0f250098_nohash_0.wav,TP2AA/background_sounds/BUS-BACKGROUND.wav,3673475
speechcommands/zero/84d1e469_nohash_0.wav,TP2AA/background_sounds/IRON-MAIDEN-LIVE-BACKGROUND.wav,210107
speechcommands/zero/5b1db3ee_nohash_0.wav,TP2AA/background_sounds/METER-BACKGROUND.wav,668957
speechcommands/zero/b49caed3_nohash_1.wav,TP2AA/background_sounds/TRAFFIC-BACKGROUND.wav,465922
speechcommands/zero/5f814c23_nohash_1.wav,TP2AA/background_sounds/STATION-BACKGROUND.wav,2217942
speechcommands/zero/e1469561_nohash_2.wav,TP2AA/background_sounds/CAR-BACKGROUND.wav,4439071
speechcommands/zero/1f3bece8_nohash_0.wav,TP2AA/background_sounds/CAFE-BACKGROUND.wav,78524
speechcommands/zero/4a0e2c16_nohash_0.wav,TP2AA/background_sounds/CAR-BACKGROUND.wav,4481115
speechcommands/zero/b97c9f77_nohash_4.wav,TP2AA/background_sounds/TRAFFIC-BACKGROUND.wav,1092449
speechcommands/zero/adebe223_nohash_0.wav,TP2AA/background_sounds/SARMIENTO-BACKGROUND.wav,711343
speechcommands/zero/b83c1acf_nohash_2.wav,TP2AA/background_sounds/BUS-BACKGROUND.wav,2942118
speechcommands/zero/840c366d_nohash_0.wav,TP2AA/background_sounds/METER-BACKGROUND.wav,2728003
speechcommands/zero/b49caed3_nohash_4.wav,TP2AA/background_sounds/BUS-BACKGROUND.wav,3124925
speechcommands/zero/692a88e6_nohash_0.wav,TP2AA/background_sounds/RIVER-BACKGROUND.wav,2962469
speechcommands/zero/563aa4e6_nohash_4.wav,TP2AA/background_sounds/TRAFFIC-BACKGROUND.wav,3510449
speechcommands/zero/daf230ac_nohash_1.wav,TP2AA/background_sounds/TRAFFIC-BACKGROUND.wav,3826807
speechcommands/zero/9d171fee_nohash_0.wav,TP2AA/background_sounds/STATION-BACKGROUND.wav,3911939
speechcommands/zero/2d82a556_nohash_0.wav,TP2AA/background_sounds/SQUARE-BACKGROUND.wav,666484
speechcommands/zero/210f3aa9_nohash_0.wav,TP2AA/background_sounds/STATION-BACKGROUND.wav,3184814
speechcommands/zero/97f4c236_nohash_4.wav,TP2AA/background_sounds/IRON-MAIDEN-LIVE-BACKGROUND.wav,1245346
speechcommands/zero/692a88e6_nohash_3.wav,TP2AA/background_sounds/RIVER-BACKGROUND.wav,550609
speechcommands/zero/692a88e6_nohash_4.wav,TP2AA/background_sounds/CAFE-BACKGROUND.wav,3289037
speechcommands/zero/7dc95912_nohash_2.wav,TP2AA/background_sounds/STATION-BACKGROUND.wav,1082324
speechcommands/zero/a60a09cf_nohash_0.wav,TP2AA/background_sounds/RIVER-BACKGROUND.wav,3435011
speechcommands/zero/2aa787cf_nohash_1.wav,TP2AA/background_sounds/RIVER-BACKGROUND.wav,769191
speechcommands/zero/ea356919_nohash_0.wav,TP2AA/background_sounds/TRAFFIC-BACKGROUND.wav,1514063
speechcommands/zero/964e8cfd_nohash_4.wav,TP2AA/background_sounds/CANCHA-BACKGROUND.wav,433702
speechcommands/zero/cd85758f_nohash_3.wav,TP2AA/background_sounds/CANCHA-BACKGROUND.wav,1690792
speechcommands/zero/95ba4996_nohash_1.wav,TP2AA/background_sounds/CAFE-BACKGROUND.wav,3791223
speechcommands/zero/9d171fee_nohash_1.wav,TP2AA/background_sounds/CAFE-BACKGROUND.wav,4314974
speechcommands/zero/e41a903b_nohash_0.wav,TP2AA/background_sounds/BUS-BACKGROUND.wav,3685079
speechcommands/zero/0fa1e7a9_nohash_3.wav,TP2AA/background_sounds/RIVER-BACKGROUND.wav,3567254
speechcommands/zero/94de6a6a_nohash_1.wav,TP2AA/background_sounds/SARMIENTO-BACKGROUND.wav,962316
speechcommands/zero/64f1c742_nohash_0.wav,TP2AA/background_sounds/RIVER-BACKGROUND.wav,3387444
speechcommands/zero/bed06fac_nohash_0.wav,TP2AA/background_sounds/CAFE-BACKGROUND.wav,4413931
speechcommands/zero/1528225c_nohash_0.wav,TP2AA/background_sounds/RIVER-BACKGROUND.wav,2068609
speechcommands/zero/3f170018_nohash_0.wav,TP2AA/background_sounds/SARMIENTO-BACKGROUND.wav,1283941
speechcommands/zero/daf230ac_nohash_0.wav,TP2AA/background_sounds/CAR-BACKGROUND.wav,731888
speechcommands/zero/2796ac50_nohash_0.wav,TP2AA/background_sounds/TRAFFIC-BACKGROUND.wav,4601855
speechcommands/zero/5ff3f9a1_nohash_0.wav,TP2AA/background_sounds/CAFE-BACKGROUND.wav,3467596
speechcommands/zero/5c8af87a_nohash_2.wav,TP2AA/background_sounds/SQUARE-BACKGROUND.wav,2356344
speechcommands/zero/5c8af87a_nohash_4.wav,TP2AA/background_sounds/IRON-MAIDEN-LIVE-BACKGROUND.wav,1058970
speechcommands/zero/af8b2f2c_nohash_0.wav,TP2AA/background_sounds/CAFE-BACKGROUND.wav,39205
speechcommands/zero/d0faf7e4_nohash_3.wav,TP2AA/background_sounds/CAFE-BACKGROUND.wav,2922435
speechcommands/zero/563aa4e6_nohash_3.wav,TP2AA/background_sounds/CAR-BACKGROUND.wav,4108132
speechcommands/zero/0fa1e7a9_nohash_0.wav,TP2AA/background_sounds/SQUARE-BACKGROUND.wav,106135
speechcommands/zero/ad6a46f1_nohash_2.wav,TP2AA/background_sounds/RIVER-BACKGROUND.wav,3086290
speechcommands/zero/1b4c9b89_nohash_4.wav,TP2AA/background_sounds/CAFE-BACKGROUND.wav,3079986
speechcommands/zero/412c675c_nohash_0.wav,TP2AA/background_sounds/SARMIENTO-BACKGROUND.wav,1290052
speechcommands/zero/7257420c_nohash_0.wav,TP2AA/background_sounds/SARMIENTO-BACKGROUND.wav,639829
speechcommands/zero/692a88e6_nohash_2.wav,TP2AA/background_sounds/IRON-MAIDEN-LIVE-BACKGROUND.wav,971567
speechcommands/zero/94de6a6a_nohash_0.wav,TP2AA/background_sounds/SARMIENTO-BACKGROUND.wav,1098209
speechcommands/zero/0ea0e2f4_nohash_0.wav,TP2AA/background_sounds/METER-BACKGROUND.wav,2097884
speechcommands/zero/4a0e2c16_nohash_3.wav,TP2AA/background_sounds/IRON-MAIDEN-LIVE-BACKGROUND.wav,901856
speechcommands/zero/68dd409e_nohash_0.wav,TP2AA/background_sounds/STATION-BACKGROUND.wav,3682129
speechcommands/zero/1b4c9b89_nohash_0.wav,TP2AA/background_sounds/BUS-BACKGROUND.wav,4207250
speechcommands/zero/692a88e6_nohash_1.wav,TP2AA/background_sounds/STATION-BACKGROUND.wav,3122069
speechcommands/zero/8ec6dab6_nohash_0.wav,TP2AA/background_sounds/CANCHA-BACKGROUND.wav,230795
speechcommands/zero/c22d3f18_nohash_1.wav,TP2AA/background_sounds/RIVER-BACKGROUND.wav,2107294
speechcommands/zero/f264e0df_nohash_1.wav,TP2AA/background_sounds/CAR-BACKGROUND.wav,2441232
speechcommands/zero/44260689_nohash_2.wav,TP2AA/background_sounds/RIVER-BACKGROUND.wav,4015785
speechcommands/zero/9b3ea809_nohash_1.wav,TP2AA/background_sounds/TRAFFIC-BACKGROUND.wav,611788
speechcommands/zero/e1469561_nohash_3.wav,TP2AA/background_sounds/TRAFFIC-BACKGROUND.wav,2386118
speechcommands/zero/135c6841_nohash_0.wav,TP2AA/background_sounds/STATION-BACKGROUND.wav,426283
speechcommands/zero/1f3bece8_nohash_3.wav,TP2AA/background_sounds/METER-BACKGROUND.wav,4243418
speechcommands/zero/ffb86d3c_nohash_1.wav,TP2AA/background_sounds/CANCHA-BACKGROUND.wav,302485
speechcommands/zero/f264e0df_nohash_0.wav,TP2AA/background_sounds/TRAFFIC-BACKGROUND.wav,1528940
speechcommands/zero/1f3bece8_nohash_1.wav,TP2AA/background_sounds/TRAFFIC-BACKGROUND.wav,2362008
speechcommands/zero/7e1054e7_nohash_0.wav,TP2AA/background_sounds/RIVER-BACKGROUND.wav,2319888
speechcommands/zero/20d3f11f_nohash_0.wav,TP2AA/background_sounds/METER-BACKGROUND.wav,3085751
speechcommands/zero/0ea0e2f4_nohash_1.wav,TP2AA/background_sounds/CAR-BACKGROUND.wav,3851227
speechcommands/zero/c518d1b1_nohash_0.wav,TP2AA/background_sounds/IRON-MAIDEN-LIVE-BACKGROUND.wav,177467
speechcommands/zero/9a7c1f83_nohash_1.wav,TP2AA/background_sounds/STATION-BACKGROUND.wav,804579
speechcommands/zero/9a69672b_nohash_1.wav,TP2AA/background_sounds/CANCHA-BACKGROUND.wav,474158
speechcommands/zero/37dca74f_nohash_2.wav,TP2AA/background_sounds/CAFE-BACKGROUND.wav,2783375
speechcommands/zero/48a8a69d_nohash_1.wav,TP2AA/background_sounds/BUS-BACKGROUND.wav,2405460
speechcommands/zero/ffa76c4a_nohash_0.wav,TP2AA/background_sounds/SARMIENTO-BACKGROUND.wav,215695
speechcommands/zero/6f2f57c1_nohash_0.wav,TP2AA/background_sounds/IRON-MAIDEN-LIVE-BACKGROUND.wav,1364877
speechcommands/zero/b49caed3_nohash_2.wav,TP2AA/background_sounds/IRON-MAIDEN-LIVE-BACKGROUND.wav,542290
speechcommands/zero/f264e0df_nohash_2.wav,TP2AA/background_sounds/TRAFFIC-BACKGROUND.wav,2819763
speechcommands/zero/cc592808_nohash_0.wav,TP2AA/background_sounds/IRON-MAIDEN-LIVE-BACKGROUND.wav,121706
speechcommands/zero/ad6a46f1_nohash_0.wav,TP2AA/background_sounds/CAR-BACKGROUND.wav,2639915
speechcommands/zero/aa48c94a_nohash_0.wav,TP2AA/background_sounds/METER-BACKGROUND.wav,2304935
speechcommands/zero/90b94017_nohash_1.wav,TP2AA/background_sounds/IRON-MAIDEN-LIVE-BACKGROUND.wav,1326354
speechcommands/zero/5f814c23_nohash_0.wav,TP2AA/background_sounds/BUS-BACKGROUND.wav,420319
speechcommands/zero/caedb73a_nohash_0.wav,TP2AA/background_sounds/CAFE-BACKGROUND.wav,3037426
speechcommands/zero/8625475c_nohash_0.wav,TP2AA/background_sounds/METER-BACKGROUND.wav,2431457
speechcommands/zero/b83c1acf_nohash_1.wav,TP2AA/background_sounds/RIVER-BACKGROUND.wav,3133506
speechcommands/zero/1f3bece8_nohash_2.wav,TP2AA/background_sounds/CAR-BACKGROUND.wav,1075760
speechcommands/zero/44260689_nohash_1.wav,TP2AA/background_sounds/SQUARE-BACKGROUND.wav,541539
speechcommands/zero/97f4c236_nohash_0.wav,TP2AA/background_sounds/TRAFFIC-BACKGROUND.wav,2226812
speechcommands/zero/1b4c9b89_nohash_1.wav,TP2AA/background_sounds/CAR-BACKGROUND.wav,460895
speechcommands/zero/ca48dc76_nohash_0.wav,TP2AA/background_sounds/STATION-BACKGROUND.wav,2541375
speechcommands/zero/3f2b358d_nohash_2.wav,TP2AA/background_sounds/TRAFFIC-BACKGROUND.wav,83469
